wl,N,M,power,hard,cap,pen,alpha,beta,gamma,subset,method,init,seed,seed_frac,exp,peak_demand,total_load,arrival_slots,carbon_kg,carbon_red_vs_naive_%,carbon_red_vs_consol_%,sla_%,viol_n,energy_kwh,cost_gbp,util_%,overload_%,feasible,makespan_h,nfe,runtime_s,peak_mem_mb
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,29,0.3333333333333333,E5,10.62,62.6,36,0.660995,88.3939,22.117,0.0,0,8.6948,1.4,59.382,0.0,True,26.0,4840,2.3949,1.76
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,30,0.3333333333333333,E5,10.62,62.6,36,0.666115,88.304,21.5137,0.0,0,8.6448,1.3925,65.201,0.0,True,26.0,4840,2.3648,1.82
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,1,0.3333333333333333,E5,10.62,62.6,36,0.776789,86.3608,8.4733,6.2,62,8.7948,1.4501,72.727,0.0,True,27.0,4840,2.3612,1.77
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,2,0.3333333333333333,E5,10.62,62.6,36,0.779162,86.3191,8.1937,1.5,15,8.7448,1.4347,73.319,0.0,True,25.5,4840,2.3443,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,3,0.3333333333333333,E5,10.62,62.6,36,0.789187,86.1431,7.0125,0.0,0,8.8448,1.4476,69.639,0.0,True,26.0,4840,2.3276,1.86
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,4,0.3333333333333333,E5,10.62,62.6,36,0.772518,86.4358,8.9766,3.1,31,8.7448,1.4399,74.248,0.0,True,26.5,4840,2.3347,1.97
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,19,0.3333333333333333,E5,10.62,62.6,36,0.653555,88.5246,22.9936,0.0,0,8.5948,1.385,63.32,0.0,True,26.0,4840,2.2995,1.76
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,20,0.3333333333333333,E5,10.62,62.6,36,0.668797,88.2569,21.1977,0.0,0,8.6948,1.4,62.403,0.0,True,26.0,4840,2.3777,1.85
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,21,0.3333333333333333,E5,10.62,62.6,36,0.680064,88.0591,19.8701,0.0,0,8.7448,1.4075,59.695,0.0,True,26.0,4840,2.375,1.79
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,22,0.3333333333333333,E5,10.62,62.6,36,0.677963,88.096,20.1177,0.0,0,8.7948,1.415,58.777,0.0,True,26.0,4840,2.3808,1.73
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,23,0.3333333333333333,E5,10.62,62.6,36,0.658254,88.4421,22.4399,0.0,0,8.5948,1.385,63.884,0.0,True,26.0,4840,2.3557,1.66
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,24,0.3333333333333333,E5,10.62,62.6,36,0.676661,88.1189,20.2711,0.0,0,8.6948,1.4,63.531,0.0,True,26.0,4840,2.3405,1.81
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,25,0.3333333333333333,E5,10.62,62.6,36,0.658961,88.4296,22.3566,0.0,0,8.5448,1.3775,64.975,0.0,True,26.0,4840,2.357,1.67
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,26,0.3333333333333333,E5,10.62,62.6,36,0.672191,88.1973,20.7977,0.0,0,8.6948,1.4,59.745,0.0,True,26.0,4840,2.3625,1.71
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,1,0.3333333333333333,E5,10.62,62.6,36,0.794991,86.0412,6.3287,0.2,2,8.9448,1.4694,69.418,0.0,True,27.0,4840,2.3091,1.74
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,2,0.3333333333333333,E5,10.62,62.6,36,0.782798,86.2553,7.7653,0.0,0,8.7948,1.4514,70.802,0.0,True,27.0,4840,2.3967,1.83
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,3,0.3333333333333333,E5,10.62,62.6,36,0.771416,86.4551,9.1064,0.0,0,8.6948,1.43,73.607,0.0,True,24.5,4840,2.3891,1.84
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,4,0.3333333333333333,E5,10.62,62.6,36,0.777372,86.3505,8.4046,0.2,2,8.7948,1.4525,71.693,0.0,True,26.5,4840,2.3673,2.16
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,5,0.3333333333333333,E5,10.62,62.6,36,0.771676,86.4505,9.0758,0.0,0,8.6448,1.4249,74.193,0.0,True,24.5,4840,2.364,1.9
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,6,0.3333333333333333,E5,10.62,62.6,36,0.790835,86.1141,6.8183,0.0,0,8.8948,1.4852,68.983,0.0,True,26.0,4840,2.3434,1.78
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,7,0.3333333333333333,E5,10.62,62.6,36,0.780921,86.2882,7.9865,0.0,0,8.7948,1.4429,71.093,0.0,True,25.5,4840,2.3638,1.83
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,8,0.3333333333333333,E5,10.62,62.6,36,0.783869,86.2364,7.6391,0.0,0,8.8448,1.4645,71.947,0.0,True,26.0,4840,2.3388,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,29,0.3333333333333333,E5,10.62,62.6,36,0.776279,86.3697,8.5334,0.0,0,8.7448,1.4411,73.304,0.0,True,25.5,4840,2.3088,1.85
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,30,0.3333333333333333,E5,10.62,62.6,36,0.790276,86.124,6.8842,0.9,9,8.8448,1.451,68.844,0.0,True,25.5,4840,2.3902,1.77
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,1,0.3333333333333333,E5,10.62,62.6,36,0.60933,89.3011,28.2045,71.4,714,8.3948,1.3704,73.033,0.3193,False,30.5,4840,2.3885,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,2,0.3333333333333333,E5,10.62,62.6,36,0.615157,89.1988,27.5179,71.3,713,8.4448,1.4023,71.482,0.0,True,30.5,4840,2.3688,1.81
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,3,0.3333333333333333,E5,10.62,62.6,36,0.614798,89.2051,27.5602,71.3,713,8.5448,1.3878,69.689,1.757,False,30.0,4840,2.354,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,4,0.3333333333333333,E5,10.62,62.6,36,0.613782,89.2229,27.6799,71.5,715,8.3948,1.4118,74.206,0.0,True,30.5,4840,2.3448,1.71
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,5,0.3333333333333333,E5,10.62,62.6,36,0.61218,89.251,27.8687,71.3,713,8.4948,1.3792,70.097,2.3961,False,30.0,4840,2.37,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,6,0.3333333333333333,E5,10.62,62.6,36,0.613079,89.2353,27.7628,71.4,714,8.4448,1.4034,74.221,0.0,True,30.5,4840,2.3455,1.69
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,3,0.3333333333333333,E5,10.62,62.6,36,0.653225,88.5304,23.0325,0.0,0,8.5448,1.3775,65.374,0.0,True,26.0,4840,2.3097,1.82
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,4,0.3333333333333333,E5,10.62,62.6,36,0.671489,88.2097,20.8805,0.0,0,8.6948,1.4,59.798,0.0,True,26.0,4840,2.3856,1.79
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,5,0.3333333333333333,E5,10.62,62.6,36,0.663947,88.3421,21.7691,0.0,0,8.6448,1.3925,62.672,0.0,True,26.0,4840,2.4068,1.7
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,6,0.3333333333333333,E5,10.62,62.6,36,0.672735,88.1878,20.7337,0.0,0,8.7448,1.4075,60.463,0.0,True,26.0,4840,2.3585,1.71
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,7,0.3333333333333333,E5,10.62,62.6,36,0.679684,88.0658,19.9149,0.0,0,8.6448,1.3925,65.923,0.0,True,26.0,4840,2.3759,1.66
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,8,0.3333333333333333,E5,10.62,62.6,36,0.658265,88.4419,22.4387,0.0,0,8.5448,1.3775,65.405,0.0,True,26.0,4840,2.357,1.79
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,9,0.3333333333333333,E5,10.62,62.6,36,0.668702,88.2586,21.2089,0.0,0,8.7448,1.4075,58.561,0.0,True,26.0,4840,2.3756,1.72
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,10,0.3333333333333333,E5,10.62,62.6,36,0.661474,88.3855,22.0606,0.0,0,8.6448,1.3925,59.98,0.0,True,26.0,4840,2.3704,1.73
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,11,0.3333333333333333,E5,10.62,62.6,36,0.68625,87.9505,19.1413,0.0,0,8.7948,1.415,60.616,0.0,True,26.0,4840,2.3073,1.79
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,12,0.3333333333333333,E5,10.62,62.6,36,0.654804,88.5026,22.8465,0.0,0,8.5448,1.3775,66.297,0.0,True,26.0,4840,2.3897,1.68
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,13,0.3333333333333333,E5,10.62,62.6,36,0.658874,88.4312,22.3669,0.0,0,8.5948,1.385,64.218,0.0,True,26.0,4840,2.4154,1.75
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,14,0.3333333333333333,E5,10.62,62.6,36,0.665725,88.3109,21.5597,0.0,0,8.6948,1.4,59.536,0.0,True,26.0,4840,2.3715,1.8
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,15,0.3333333333333333,E5,10.62,62.6,36,0.661602,88.3833,22.0454,0.0,0,8.6948,1.4,59.922,0.0,True,26.0,4840,2.3867,1.71
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,16,0.3333333333333333,E5,10.62,62.6,36,0.658183,88.4433,22.4483,0.0,0,8.5948,1.385,65.777,0.0,True,26.0,4840,2.3642,1.71
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,17,0.3333333333333333,E5,10.62,62.6,36,0.664908,88.3252,21.6559,0.0,0,8.6448,1.3925,62.17,0.0,True,26.0,4840,2.3657,1.88
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,carbon,18,0.3333333333333333,E5,10.62,62.6,36,0.682062,88.024,19.6348,0.0,0,8.8448,1.4225,56.233,0.0,True,26.0,4840,2.3507,1.73
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,13,0.3333333333333333,E5,10.62,62.6,36,0.7587,86.6784,10.6047,12.9,129,8.6448,1.4255,76.989,0.0,True,26.0,4840,2.326,1.9
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,14,0.3333333333333333,E5,10.62,62.6,36,0.780455,86.2964,8.0414,0.1,1,8.8448,1.4497,70.501,0.0,True,25.5,4840,2.3978,1.97
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,15,0.3333333333333333,E5,10.62,62.6,36,0.779221,86.3181,8.1868,1.2,12,8.7948,1.4462,72.165,0.0,True,27.0,4840,2.397,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,16,0.3333333333333333,E5,10.62,62.6,36,0.780091,86.3028,8.0842,6.4,64,8.7948,1.4628,73.982,0.0,True,26.5,4840,2.3905,1.77
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,17,0.3333333333333333,E5,10.62,62.6,36,0.773728,86.4145,8.834,2.5,25,8.7448,1.4371,73.573,0.0,True,26.0,4840,2.3712,1.93
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,18,0.3333333333333333,E5,10.62,62.6,36,0.777305,86.3517,8.4125,1.0,10,8.7448,1.4382,73.949,0.0,True,26.0,4840,2.3716,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,19,0.3333333333333333,E5,10.62,62.6,36,0.790875,86.1134,6.8136,3.7,37,8.8948,1.4664,70.858,0.0,True,28.5,4840,2.3649,1.78
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,20,0.3333333333333333,E5,10.62,62.6,36,0.777332,86.3512,8.4094,7.2,72,8.8948,1.4716,72.264,0.0,True,26.0,4840,2.3562,1.8
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,21,0.3333333333333333,E5,10.62,62.6,36,0.785672,86.2048,7.4266,0.0,0,8.7948,1.4525,71.956,0.0,True,25.0,4840,2.3206,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,22,0.3333333333333333,E5,10.62,62.6,36,0.78301,86.2515,7.7403,4.7,47,8.8448,1.4544,70.534,0.0,True,29.5,4840,2.4092,1.88
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,23,0.3333333333333333,E5,10.62,62.6,36,0.781318,86.2812,7.9396,0.0,0,8.7948,1.4422,71.279,0.0,True,25.0,4840,2.3907,1.93
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,24,0.3333333333333333,E5,10.62,62.6,36,0.774918,86.3936,8.6937,0.7,7,8.7448,1.4388,74.021,0.0,True,26.0,4840,2.3949,1.79
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,25,0.3333333333333333,E5,10.62,62.6,36,0.78138,86.2802,7.9324,2.2,22,8.7448,1.4473,73.478,0.0,True,26.0,4840,2.3847,1.72
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,26,0.3333333333333333,E5,10.62,62.6,36,0.790341,86.1228,6.8765,9.3,93,8.7948,1.4462,71.834,0.0,True,28.0,4840,2.3718,1.77
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,27,0.3333333333333333,E5,10.62,62.6,36,0.784398,86.2272,7.5768,6.6,66,8.9448,1.4818,69.397,0.0,True,27.0,4840,2.3741,1.91
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,28,0.3333333333333333,E5,10.62,62.6,36,0.760042,86.6548,10.4466,1.0,10,8.6448,1.4255,75.685,0.0,True,26.0,4840,2.376,1.78
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,9,0.3333333333333333,E5,10.62,62.6,36,0.785953,86.1999,7.3936,0.1,1,8.8448,1.4548,70.287,0.0,True,26.0,4840,2.3301,1.89
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,10,0.3333333333333333,E5,10.62,62.6,36,0.779367,86.3155,8.1696,0.0,0,8.7948,1.4549,71.797,0.0,True,25.5,4840,2.4121,1.81
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,11,0.3333333333333333,E5,10.62,62.6,36,0.802842,85.9033,5.4036,0.0,0,8.9448,1.4763,64.793,0.0,True,25.0,4840,2.4124,1.86
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,12,0.3333333333333333,E5,10.62,62.6,36,0.780978,86.2872,7.9798,0.1,1,8.7948,1.4566,72.266,0.0,True,26.0,4840,2.3956,1.82
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,13,0.3333333333333333,E5,10.62,62.6,36,0.778896,86.3238,8.2251,0.1,1,8.7448,1.4454,70.315,0.0,True,28.0,4840,2.4082,1.77
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,14,0.3333333333333333,E5,10.62,62.6,36,0.825561,85.5044,2.7267,0.1,1,9.1448,1.5001,56.489,0.0,True,24.5,4840,2.3936,1.79
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,15,0.3333333333333333,E5,10.62,62.6,36,0.829782,85.4303,2.2293,0.0,0,9.1448,1.5093,56.713,0.0,True,24.5,4840,2.3853,1.75
google,1000,10,linear,False,False,0.0,0.4,0.3,0.3,0,WOA,random,16,0.3333333333333333,E5,10.62,62.6,36,0.807154,85.8276,4.8955,0.0,0,8.9448,1.475,65.11,0.0,True,26.5,4840,2.3969,1.77
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,5,0.3333333333333333,E5,10.62,62.6,36,0.780408,86.2972,8.0469,0.4,4,8.8448,1.4521,72.049,0.0,True,25.5,4840,2.4296,1.82
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,6,0.3333333333333333,E5,10.62,62.6,36,0.774782,86.396,8.7097,3.8,38,8.8448,1.4716,71.427,0.0,True,26.5,4840,2.5113,1.78
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,7,0.3333333333333333,E5,10.62,62.6,36,0.773823,86.4128,8.8228,18.2,182,8.7948,1.4497,73.278,0.0,True,27.5,4840,2.5058,1.9
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,8,0.3333333333333333,E5,10.62,62.6,36,0.785263,86.212,7.4749,1.1,11,8.8448,1.4537,71.659,0.0,True,28.0,4840,2.4701,1.79
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,9,0.3333333333333333,E5,10.62,62.6,36,0.77439,86.4029,8.756,22.5,225,8.8948,1.4575,71.118,0.0,True,27.5,4840,2.4766,1.73
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,10,0.3333333333333333,E5,10.62,62.6,36,0.782862,86.2541,7.7577,0.4,4,8.8448,1.4527,70.486,0.0,True,28.0,4840,2.4679,1.81
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,11,0.3333333333333333,E5,10.62,62.6,36,0.779446,86.3141,8.1602,3.3,33,8.6948,1.4349,71.656,0.0,True,25.5,4840,2.47,1.71
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,random,12,0.3333333333333333,E5,10.62,62.6,36,0.764741,86.5723,9.8928,7.4,74,8.7448,1.4415,75.265,0.0,True,26.0,4840,2.4828,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,7,0.3333333333333333,E5,10.62,62.6,36,0.61651,89.175,27.3585,71.4,714,8.4448,1.3757,67.354,0.0,True,30.5,4840,2.3202,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,8,0.3333333333333333,E5,10.62,62.6,36,0.608531,89.3151,28.2986,71.4,714,8.3948,1.3715,71.781,0.0,True,30.5,4840,2.3008,1.85
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,9,0.3333333333333333,E5,10.62,62.6,36,0.621964,89.0793,26.7159,71.3,713,8.4448,1.3835,72.984,0.0,True,30.0,4840,2.311,1.77
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,10,0.3333333333333333,E5,10.62,62.6,36,0.608435,89.3168,28.3099,71.4,714,8.3948,1.3682,71.349,0.0,True,30.5,4840,2.3075,1.79
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,11,0.3333333333333333,E5,10.62,62.6,36,0.607938,89.3255,28.3685,71.4,714,8.3948,1.3715,71.276,0.0,True,30.5,4840,2.3061,1.88
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,12,0.3333333333333333,E5,10.62,62.6,36,0.618131,89.1466,27.1675,71.4,714,8.4948,1.3893,70.176,0.0,True,30.0,4840,2.2933,1.82
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,13,0.3333333333333333,E5,10.62,62.6,36,0.613559,89.2268,27.7062,71.3,713,8.4448,1.3961,72.684,0.0,True,30.5,4840,2.3077,1.96
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,14,0.3333333333333333,E5,10.62,62.6,36,0.610576,89.2792,28.0577,71.3,713,8.4448,1.383,72.821,0.0,True,30.5,4840,2.2924,1.83
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,15,0.3333333333333333,E5,10.62,62.6,36,0.61163,89.2607,27.9335,71.4,714,8.4448,1.3785,71.15,0.0,True,30.5,4840,2.3294,1.91
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,16,0.3333333333333333,E5,10.62,62.6,36,0.60691,89.3436,28.4896,71.3,713,8.4448,1.3728,69.054,4.5527,False,30.0,4840,2.3264,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,17,0.3333333333333333,E5,10.62,62.6,36,0.610557,89.2795,28.06,71.4,714,8.4448,1.3757,70.894,0.0,True,30.5,4840,2.3245,1.8
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,18,0.3333333333333333,E5,10.62,62.6,36,0.625499,89.0172,26.2993,71.3,713,8.6448,1.4028,64.741,0.0,True,30.0,4840,2.3147,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,19,0.3333333333333333,E5,10.62,62.6,36,0.62162,89.0853,26.7564,71.4,714,8.4948,1.4456,70.67,0.0,True,30.5,4840,2.3071,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,20,0.3333333333333333,E5,10.62,62.6,36,0.606072,89.3583,28.5884,71.3,713,8.3948,1.3682,71.065,0.0,True,30.5,4840,2.3117,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,21,0.3333333333333333,E5,10.62,62.6,36,0.631665,88.9089,25.5729,71.3,713,8.6448,1.4079,64.765,0.0,True,30.5,4840,2.3037,1.85
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,22,0.3333333333333333,E5,10.62,62.6,36,0.613604,89.226,27.7009,71.4,714,8.4448,1.3773,70.215,0.0,True,30.5,4840,2.3192,1.87
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,23,0.3333333333333333,E5,10.62,62.6,36,0.62412,89.0414,26.4618,71.4,714,8.4948,1.3877,70.303,0.0,True,30.5,4840,2.3229,1.84
google,1000,10,linear,False,False,0.0,1.0,0.0,0.0,0,WOA,carbon,24,0.3333333333333333,E5,10.62,62.6,36,0.614742,89.2061,27.5669,71.3,713,8.4448,1.374,69.042,0.0,True,30.0,4840,2.3227,1.81
